id,type,initial_frame,detection_duration,lenght
4184,bus,82097,19,404.416015625
4185,motorcycle,82103,4,55.73654174804688
4186,bus,82138,13,407.8917236328125
4187,car,82172,56,170.177978515625
4188,car,82172,48,148.2686767578125
4189,car,82201,63,148.8369140625
4190,truck,82206,40,143.53717041015625
4191,car,82209,57,179.773681640625
4192,train,82210,2,573.1720581054688
4193,train,82218,26,528.4529418945312
4194,car,82250,61,208.97251892089844
4195,truck,82282,24,166.7242431640625
4196,truck,82282,16,208.65452575683597
4197,car,82322,63,167.431640625
4198,truck,82331,2,236.7880859375
4199,truck,82337,31,286.5911865234375
4200,car,82396,2,108.673583984375
4201,truck,82399,2,318.13818359375
4202,car,82420,1,89.3759765625
4203,car,82423,4,101.02783203125
4204,truck,82436,5,239.5548095703125
4205,car,82464,12,143.46728515625
4206,train,82469,1,448.0745849609375
4207,bus,82471,5,404.8171691894531
4208,bus,82512,7,306.024658203125
4209,bus,82521,2,399.82763671875
4210,car,82545,71,136.45068359375
4211,car,82561,12,125.990966796875
4212,train,82578,40,403.8163146972656
4213,car,82630,65,129.95538330078125
4214,train,82649,13,406.7400512695313
4215,car,82692,3,79.210693359375
4216,car,82730,39,132.6458740234375
4217,car,82735,63,154.46002197265625
4218,car,82755,70,159.31243896484375
4219,car,82774,66,163.74827575683594
4220,bus,82811,3,100.6859130859375
4221,car,82817,62,126.71124267578124
4222,car,82819,74,148.677734375
4223,car,82847,65,188.31224060058597
4224,car,82858,1,127.1575927734375
4225,car,82884,27,101.857666015625
4226,car,82894,64,150.6461181640625
4227,train,82905,12,446.2642211914063
4228,train,82917,1,527.0027465820312
4229,car,82931,68,122.29888916015624
4230,car,82932,78,136.7939453125
4231,truck,82960,1,251.364013671875
4232,car,82970,3,113.7470703125
4233,truck,82977,28,264.306884765625
4234,car,83006,59,119.6478271484375
4235,truck,83049,58,379.6904602050781
4236,truck,83052,1,214.55029296875
4237,car,83053,68,190.62060546875
4238,car,83111,32,120.7388916015625
4239,car,83113,26,145.94268798828125
4240,car,83152,67,201.14056396484372
4241,car,83164,7,102.9901123046875
4242,train,83165,20,416.1973876953125
4243,car,83178,77,132.41180419921875
4244,car,83194,74,129.10943603515625
4245,car,83211,67,187.34326171875
4246,car,83222,75,140.27752685546875
4247,car,83246,67,159.676513671875
4248,truck,83266,73,246.08477783203125
4249,car,83287,80,118.7899169921875
4250,car,83293,38,158.46893310546875
4251,car,83295,76,171.13629150390625
4252,car,83322,1,94.841552734375
4253,car,83362,45,136.7293701171875
4254,car,83362,69,159.62530517578125
4255,car,83369,4,81.78271484375
4256,car,83373,53,128.6751708984375
4257,car,83393,82,129.431396484375
4258,truck,83413,32,132.22357177734375
4259,car,83425,75,154.8724365234375
4260,car,83427,73,155.66453552246094
4261,train,83446,2,403.42291259765625
4262,train,83466,1,434.83045959472656
4263,car,83473,40,146.608154296875
4264,car,83480,26,127.7803955078125
4265,car,83481,60,156.17529296875
4266,truck,83510,1,265.3818359375
4267,car,83527,61,161.73406982421875
4268,car,83535,18,131.32373046875
4269,car,83557,76,183.57012939453125
4270,car,83562,57,140.71221923828125
4271,truck,83565,2,193.759521484375
4272,car,83599,77,144.885498046875
4273,car,83659,57,121.1141357421875
4274,bus,83689,19,344.166015625
4275,truck,83709,16,383.7491455078125
4276,car,83759,65,136.99822998046875
4277,car,83768,75,102.1717529296875
4278,car,83772,67,167.34820556640625
4279,car,83807,29,130.97021484375
4280,car,83818,23,127.82568359375
4281,truck,83824,57,297.16851806640625
4282,car,83846,20,116.98876953125
4283,car,83858,62,164.88404846191406
4284,truck,83901,29,160.22747802734375
4285,truck,83918,35,203.3931884765625
4286,car,83922,1,123.445068359375
4287,truck,83958,2,112.270263671875
4288,car,83966,25,125.389892578125
4289,car,83979,60,159.32872009277344
4290,car,83980,42,144.340576171875
4291,car,84031,53,136.7926025390625
4292,car,84046,58,170.59507751464844
4293,car,84072,55,142.10308837890625
4294,truck,84096,43,184.47645568847656
4295,car,84110,58,188.99639892578125
4296,car,84160,63,140.61920166015625
4297,car,84161,61,129.9305419921875
4298,truck,84184,41,382.537353515625
4299,train,84218,33,356.1087951660156
4300,train,84246,8,328.4774169921875
4301,car,84246,1,150.92254638671875
4302,car,84290,60,157.23048400878906
4303,car,84294,1,93.2486572265625
4304,bus,84302,62,409.8612365722656
4305,motorcycle,84360,1,59.4884033203125
4306,car,84377,64,164.62025451660156
4307,car,84390,69,129.5023193359375
4308,car,84417,61,169.44190979003906
4309,car,84462,68,159.19921875
4310,car,84474,64,152.64129638671875
4311,truck,84503,7,171.6490478515625
4312,truck,84524,5,389.5025634765625
4313,car,84547,65,145.414794921875
4314,car,84579,64,152.86695861816406
4315,car,84618,70,120.07666015625
4316,car,84633,55,179.51031494140625
4317,car,84640,60,127.019775390625
4318,car,84675,8,137.74127197265625
4319,train,84682,61,378.49261474609375
4320,truck,84743,37,382.6242980957031
4321,truck,84752,61,364.1011352539063
4322,car,84778,33,85.497314453125
4323,car,84836,65,191.39720153808597
4324,car,84854,32,162.2469482421875
4325,car,84862,1,126.6937255859375
4326,car,84887,15,102.9439697265625
4327,car,84891,20,136.7822265625
4328,truck,84898,62,354.1221923828125
4329,car,84898,67,159.02259826660156
4330,car,84936,46,134.9847412109375
4331,car,84942,68,174.397705078125
4332,truck,84963,46,161.2457275390625
4333,car,84980,5,82.01025390625
4334,train,84995,8,399.4344482421875
4335,truck,85013,1,113.4150390625
4336,train,85037,21,578.3780517578125
4337,car,85054,65,158.7841796875
4338,car,85069,62,120.6251220703125
4339,car,85095,60,156.40753173828125
4340,truck,85129,29,405.49462890625
4341,truck,85145,11,114.029052734375
4342,car,85183,44,153.36810302734375
4343,car,85203,29,81.7196044921875
4344,motorcycle,85204,1,65.774169921875
4345,car,85208,59,201.7779541015625
4346,motorcycle,85208,7,61.5477294921875
4347,motorcycle,85231,1,59.357177734375
4348,motorcycle,85237,6,56.9681396484375
4349,car,85251,41,137.10406494140625
4350,truck,85265,39,318.94732666015625
4351,truck,85310,58,385.7503967285156
4352,truck,85321,5,202.34619140625
4353,car,85372,65,131.958984375
4354,car,85379,74,153.858154296875
4355,car,85412,1,95.9569091796875
4356,train,85420,77,417.5005798339844
4357,train,85424,29,444.0899963378906
4358,car,85455,71,140.48052978515625
4359,car,85458,74,157.19935607910156
4360,truck,85500,51,127.0860595703125
4361,car,85528,3,71.17706298828125
4362,truck,85533,40,420.1859130859375
4363,train,85533,1,421.88275146484375
4364,car,85563,15,124.6571044921875
4365,car,85593,49,119.8431396484375
4366,car,85596,18,111.73681640625
4367,car,85611,70,162.44818115234375
4368,car,85632,68,140.1253662109375
4369,car,85643,1,104.523681640625
4370,car,85662,69,168.67559814453125
4371,car,85737,79,119.2777099609375
4372,car,85758,55,150.65869140625
4373,train,85773,1,561.8491516113281
4374,car,85778,24,122.17138671875
4375,truck,85806,8,269.6771850585937
4376,car,85831,2,161.42816162109375
4377,truck,85848,3,186.018310546875
4378,car,85851,1,50.63671875
4379,train,85866,22,410.6558837890625
4380,car,85866,1,42.9703369140625
4381,truck,85874,1,119.517822265625
4382,car,85912,36,124.4005126953125
4383,train,85959,12,415.6842346191406
4384,train,86002,17,413.2137451171875
4385,train,86018,2,306.1357421875
4386,car,86034,19,178.70672607421875
4387,bus,86043,46,402.397216796875
4388,train,86066,2,404.357177734375
4389,car,86075,72,161.31646728515625
4390,car,86103,72,116.8958740234375
4391,truck,86124,42,397.03033447265625
4392,truck,86145,26,376.83392333984375
4393,train,86158,4,419.1096801757813
4394,truck,86191,5,220.96875
4395,truck,86199,17,313.8370361328125
4396,car,86236,3,121.11962890625
4397,train,86257,14,426.1701965332031
4398,car,86260,65,143.19091796875
4399,car,86261,1,103.8077392578125
4400,truck,86286,49,270.70867919921875
4401,car,86306,71,76.94866943359375
4402,car,86326,53,134.477294921875
4403,truck,86331,1,319.05918884277344
4404,car,86354,68,161.355712890625
4405,car,86374,70,145.27435302734375
4406,car,86391,70,179.5538330078125
4407,car,86401,1,85.7198486328125
4408,car,86405,69,115.805419921875
4409,car,86408,72,133.7000732421875
4410,car,86460,85,129.19744873046875
4411,truck,86460,2,234.42626953125
4412,truck,86491,36,159.99668884277344
4413,car,86519,64,125.94219970703124
4414,truck,86521,2,351.2383117675781
4415,car,86523,54,156.393310546875
4416,train,86533,7,289.96337890625
4417,truck,86543,33,232.17291259765625
4418,car,86588,57,161.97442626953125
4419,truck,86599,1,158.212890625
4420,car,86604,6,109.7664794921875
4421,car,86609,37,156.3641357421875
4422,car,86627,43,154.13067626953125
4423,truck,86636,26,194.72186279296875
4424,car,86656,68,143.750244140625
4425,car,86678,32,183.85888671875
4426,motorcycle,86694,2,60.5294189453125
4427,truck,86701,50,251.82421875
4428,car,86722,57,139.60626220703125
4429,car,86725,53,155.933349609375
4430,car,86742,74,163.37359619140625
4431,car,86771,26,119.946044921875
4432,car,86773,64,147.1119384765625
4433,car,86780,74,163.22532653808594
4434,car,86810,77,139.650390625
4435,car,86821,73,130.228271484375
4436,car,86826,76,176.95697021484375
4437,train,86847,38,444.531494140625
4438,train,86869,1,522.1798095703125
4439,car,86935,21,180.61822509765625
4440,car,86948,4,100.18505859375
4441,bus,86949,5,407.8935852050781
4442,car,86991,28,137.6719970703125
4443,train,86999,2,401.218505859375
4444,car,87009,57,180.34100341796875
4445,truck,87028,1,170.8837890625
4446,car,87054,2,74.78466796875
4447,bus,87105,57,410.5670166015625
4448,car,87170,27,168.93186950683594
4449,truck,87179,7,334.87428283691406
4450,car,87181,5,54.4119873046875
4451,truck,87206,12,289.030029296875
4452,bus,87244,47,497.1584167480469
4453,bus,87263,4,513.1539306640625
4454,car,87282,4,122.44793701171876
4455,car,87305,10,200.3233642578125
4456,car,87321,8,103.429443359375
4457,car,87324,41,129.5875244140625
4458,car,87332,58,190.32188415527344
4459,car,87362,70,145.03338623046875
4460,car,87365,19,132.4981689453125
4461,truck,87382,61,203.99139404296875
4462,car,87397,2,81.265380859375
4463,truck,87421,15,288.9096069335937
4464,car,87424,55,157.83119201660156
4465,truck,87434,11,162.94081115722656
4466,truck,87454,11,319.94287109375
4467,truck,87460,2,118.85888671875
4468,truck,87484,9,249.72412109375
4469,car,87490,44,123.61456298828124
4470,car,87520,60,158.46156311035156
4471,car,87573,3,129.38922119140625
4472,train,87597,1,99.136962890625
4473,car,87598,52,133.30902099609375
4474,car,87617,1,95.638427734375
4475,bus,87655,3,136.6171875
4476,train,87663,15,408.6843872070313
4477,train,87700,9,594.44775390625
4478,car,87711,36,110.6832275390625
4479,truck,87732,2,230.24609375
4480,car,87759,35,150.97178649902344
4481,car,87763,57,166.97511291503906
4482,train,87768,1,525.1500244140625
4483,car,87804,72,142.84759521484375
4484,truck,87833,26,326.67828369140625
4485,car,87846,1,209.5439453125
4486,truck,87883,56,181.4200592041016
4487,car,87906,8,56.4505615234375
4488,car,87908,41,129.82012939453125
4489,train,87932,24,423.7303771972656
4490,car,87963,68,43.4080810546875
4491,car,87974,70,168.010498046875
4492,car,87999,45,117.349365234375
4493,car,88051,52,172.93060302734375
4494,car,88067,76,118.78753662109376
4495,truck,88105,1,286.377197265625
4496,train,88126,2,269.3035888671875
4497,car,88131,5,79.291015625
4498,car,88138,54,204.272705078125
4499,car,88151,12,88.90576171875
4500,car,88155,82,156.06520080566406
4501,car,88156,6,76.699951171875
4502,car,88163,54,108.6566162109375
4503,truck,88185,26,397.9147338867188
4504,car,88243,81,129.218017578125
4505,car,88262,44,155.48866271972656
4506,car,88285,12,86.09033203125
4507,truck,88287,42,158.36024475097656
4508,car,88302,78,159.17213439941406
4509,car,88305,66,155.97816467285156
4510,car,88324,5,90.8701171875
4511,car,88346,63,137.36187744140625
4512,truck,88388,5,341.2674560546875
4513,car,88393,3,69.517578125
4514,truck,88398,3,357.22900390625
4515,truck,88423,5,227.40625
4516,truck,88436,7,126.868408203125
4517,truck,88440,1,167.75
4518,car,88455,72,142.6148681640625
4519,car,88472,4,89.3182373046875
4520,car,88479,61,199.47564697265625
4521,car,88491,47,120.9180908203125
4522,truck,88525,1,266.81776428222656
4523,truck,88537,2,110.9525146484375
4524,truck,88549,23,181.5457763671875
4525,car,88551,20,118.253173828125
4526,car,88567,63,153.24497985839844
4527,car,88609,2,90.515869140625
4528,truck,88616,22,374.6103515625
4529,car,88675,5,126.9039306640625
4530,truck,88699,71,348.802734375
4531,truck,88702,1,174.506591796875
4532,car,88789,56,144.8505859375
4533,truck,88825,3,197.0247802734375
4534,car,88883,19,120.297119140625
4535,truck,88896,5,248.6567230224609
4536,truck,88951,49,294.730712890625
4537,truck,88955,6,202.9351806640625
4538,truck,88968,13,366.4306945800781
4539,motorcycle,88981,2,63.0985107421875
4540,car,88989,33,224.05078125
4541,car,89031,69,188.7525634765625
4542,car,89079,70,188.2591552734375
4543,truck,89084,50,166.75669860839844
4544,truck,89101,41,407.9547119140625
4545,truck,89111,1,162.78271484375
4546,car,89160,69,153.159423828125
4547,car,89181,83,167.4154052734375
4548,truck,89209,27,132.2620849609375
4549,car,89222,73,166.23431396484375
4550,car,89258,20,102.10723876953124
4551,truck,89265,66,412.3186645507813
4552,truck,89269,8,82.5706787109375
4553,car,89297,48,172.39794921875
4554,car,89364,60,128.2728271484375
4555,car,89367,28,153.8935546875
4556,car,89413,17,129.980712890625
4557,car,89440,3,73.775390625
4558,truck,89441,59,248.38916015625
4559,car,89442,62,167.50885009765625
4560,car,89462,74,119.5831298828125
4561,truck,89480,23,259.66973876953125
4562,car,89500,65,137.04736328125
4563,car,89512,56,167.4898681640625
4564,train,89518,1,580.4346923828125
4565,truck,89537,2,340.01953125
4566,car,89542,83,150.7830810546875
4567,truck,89543,3,123.9925537109375
4568,car,89557,76,126.263427734375
4569,train,89564,4,420.2520751953125
4570,car,89575,73,179.833740234375
4571,truck,89576,10,99.492431640625
4572,train,89588,1,358.8929443359375
4573,car,89594,81,151.53330993652344
4574,truck,89618,1,206.36407470703125
4575,truck,89634,23,194.38031005859372
4576,car,89636,78,149.04290771484375
4577,car,89669,1,91.789306640625
4578,car,89675,2,83.718017578125
4579,car,89684,67,121.961181640625
4580,truck,89695,33,403.3492431640625
4581,car,89750,52,128.443359375
4582,truck,89761,20,284.1547241210937
4583,car,89794,58,146.93798828125
4584,car,89850,55,147.65228271484375
4585,car,89859,35,134.73486328125
4586,motorcycle,89879,1,61.3206787109375
4587,train,89913,12,408.5586853027344
4588,truck,89944,8,214.2337646484375
4589,truck,89957,13,422.1599426269531
4590,truck,89972,21,185.7508544921875
4591,car,90000,74,116.2835693359375
4592,car,90008,72,175.31280517578125
4593,car,90019,54,96.84521484375
4594,truck,90032,4,113.4627685546875
4595,car,90050,72,138.76397705078125
4596,car,90075,2,136.0084228515625
4597,truck,90087,21,414.32078552246094
4598,car,90118,7,116.52947998046876
4599,truck,90123,13,149.1478271484375
4600,truck,90137,19,185.85304260253903
4601,car,90155,71,132.207275390625
4602,car,90172,10,100.3326416015625
4603,truck,90177,12,405.6441650390625
4604,car,90206,3,98.073486328125
4605,truck,90224,4,531.4305419921875
4606,car,90229,24,118.3206787109375
4607,car,90236,74,104.59100341796876
4608,car,90282,66,184.7362060546875
4609,truck,90284,3,269.289794921875
4610,car,90297,74,126.21234130859376
4611,truck,90324,64,323.80145263671875
4612,truck,90327,17,324.00909423828125
4613,train,90332,1,529.192626953125
4614,car,90370,24,175.54541015625
4615,truck,90380,33,238.8502197265625
4616,train,90382,1,191.428466796875
4617,train,90393,20,405.380126953125
4618,train,90425,59,409.788818359375
4619,train,90449,2,529.0882568359375
4620,car,90454,67,186.41456604003903
4621,train,90460,1,521.82763671875
4622,car,90507,60,133.17169189453125
4623,car,90516,77,177.56396484375
4624,truck,90567,51,331.07012939453125
4625,motorcycle,90610,1,61.4564208984375
4626,train,90612,34,413.6840515136719
4627,car,90642,72,163.91929626464844
4628,car,90667,75,164.05712890625
4629,truck,90682,29,355.0670166015625
4630,car,90691,4,95.182373046875
4631,truck,90700,1,339.013671875
4632,car,90717,1,85.671875
4633,car,90739,33,138.00238037109375
4634,car,90750,2,109.5009765625
4635,train,90761,7,528.4891357421875
4636,car,90763,4,453.16156005859375
4637,train,90766,3,446.21141052246094
4638,train,90770,9,419.9298248291016
4639,car,90786,44,119.5888671875
4640,car,90799,51,125.08795166015624
4641,train,90809,1,250.577392578125
4642,truck,90820,62,276.32020568847656
4643,car,90852,52,148.9832763671875
4644,truck,90900,1,275.81884765625
4645,car,90941,1,205.855712890625
4646,car,90949,20,115.69189453125
4647,train,90982,6,409.6435852050781
4648,truck,91018,33,220.04669189453125
4649,truck,91021,15,588.1058349609375
4650,motorcycle,91067,1,61.73223876953125
4651,car,91067,4,107.04290771484376
4652,car,91078,79,169.11549377441406
4653,car,91084,81,126.26416015625
4654,motorcycle,91085,1,46.78515625
4655,truck,91119,53,165.12689208984375
4656,train,91158,5,388.1903991699219
4657,truck,91196,27,326.031982421875
4658,motorcycle,91196,1,61.5426025390625
4659,car,91213,77,159.75645446777344
4660,car,91224,53,133.46533203125
4661,truck,91246,63,218.2965240478516
4662,car,91273,72,184.12646484375
4663,car,91304,69,121.6019287109375
4664,car,91343,39,154.645751953125
4665,car,91395,77,152.69281005859375
4666,car,91404,12,81.915771484375
4667,car,91415,65,124.4478759765625
4668,car,91423,4,95.69412231445312
4669,truck,91447,57,400.56097412109375
4670,train,91483,1,526.1155395507812
4671,train,91483,1,366.77777099609375
4672,car,91485,7,100.11474609375
4673,car,91509,42,118.7264404296875
4674,car,91513,80,179.96820068359375
4675,train,91557,9,448.9567565917969
4676,car,91558,1,117.26248168945312
4677,car,91607,24,127.67413330078124
4678,bus,91619,67,410.8357543945313
4679,car,91663,73,148.493408203125
4680,car,91692,74,144.80859375
4681,car,91716,19,119.466064453125
4682,car,91723,72,150.19679260253906
4683,car,91734,64,178.7945556640625
4684,car,91774,81,120.90380859375
4685,car,91785,65,193.4522705078125
4686,truck,91808,1,134.914306640625
4687,car,91814,72,139.165771484375
4688,car,91828,71,133.3067626953125
4689,truck,91848,47,218.27207946777344
4690,motorcycle,91860,1,53.795166015625
4691,car,91869,2,53.02001953125
4692,car,91883,3,50.78466796875
4693,car,91895,11,109.50048828125
4694,car,91913,67,181.06336975097656
4695,car,91919,49,165.21031188964844
4696,truck,91922,1,121.436767578125
4697,truck,91925,6,149.1729736328125
4698,train,91950,45,246.68409729003903
4699,car,91972,16,113.92901611328124
4700,car,91983,36,157.54087829589844
4701,car,91990,59,176.71673583984375
4702,car,92027,4,134.534912109375
4703,train,92038,23,418.7272338867188
4704,truck,92069,13,129.86285400390625
4705,car,92072,79,156.7952880859375
4706,car,92104,66,155.63153076171875
4707,train,92111,1,282.28045654296875
4708,car,92124,71,156.5565185546875
4709,car,92130,2,59.8062744140625
4710,truck,92135,4,57.232177734375
4711,bus,92137,1,226.775390625
4712,car,92145,68,161.4090576171875
4713,car,92167,87,130.99774169921875
4714,car,92203,1,56.27490234375
4715,car,92213,86,133.824951171875
4716,car,92235,56,183.10108947753903
4717,car,92260,20,115.669189453125
4718,car,92274,78,122.94000244140624
4719,car,92300,67,182.2662353515625
4720,truck,92324,81,371.2787170410156
4721,car,92391,3,120.860595703125
4722,car,92401,79,135.8702392578125
4723,car,92425,64,180.40794372558597
4724,truck,92449,9,195.4997711181641
4725,car,92467,3,66.3284912109375
4726,truck,92481,3,155.87744140625
4727,truck,92508,58,170.23744201660156
4728,truck,92544,47,233.40855407714844
4729,car,92584,64,168.95941162109375
4730,motorcycle,92608,3,82.6474609375
4731,motorcycle,92633,1,58.731689453125
4732,car,92657,69,135.64605712890625
4733,car,92679,70,161.3060302734375
4734,truck,92689,30,229.9496917724609
4735,car,92695,42,124.722900390625
4736,car,92699,34,117.73681640625
4737,car,92735,76,169.41448974609375
4738,car,92740,58,125.417236328125
4739,truck,92820,52,322.0170288085937
4740,car,92839,13,118.86370849609376
4741,train,92892,7,406.96337890625
4742,train,92975,4,491.405517578125
4743,car,92992,61,140.34954833984375
4744,bus,93004,47,342.8009033203125
4745,car,93014,72,113.612548828125
4746,car,93023,57,160.10113525390625
4747,truck,93024,67,276.72251892089844
4748,car,93073,60,133.587158203125
4749,car,93083,72,198.11090087890625
4750,truck,93131,18,390.4425048828125
4751,car,93135,42,190.74029541015625
4752,car,93180,71,153.50482177734375
4753,car,93185,40,118.485595703125
4754,truck,93192,1,239.5126953125
4755,car,93194,74,138.2294921875
4756,truck,93222,42,165.2760009765625
4757,car,93230,75,148.9849853515625
4758,truck,93261,69,241.2650146484375
4759,car,93303,36,145.14208984375
4760,truck,93321,18,378.63616943359375
4761,car,93348,73,112.585205078125
4762,truck,93374,35,399.25885009765625
4763,truck,93381,1,218.0716552734375
4764,car,93426,42,127.72906494140624
4765,car,93442,7,183.5643310546875
4766,car,93455,62,140.5133056640625
4767,truck,93477,41,284.34429931640625
4768,car,93519,8,168.56056213378906
4769,car,93561,25,98.037353515625
4770,train,93563,3,649.710205078125
4771,car,93568,68,154.7489013671875
4772,car,93579,62,115.330322265625
4773,train,93584,2,452.9010009765625
4774,bus,93617,24,206.94580078125
4775,car,93649,16,127.2205810546875
4776,car,93650,33,138.20440673828125
4777,train,93679,15,236.66542053222656
4778,truck,93705,41,383.9337768554688
4779,car,93766,64,171.91290283203125
4780,car,93788,36,123.27764892578124
4781,truck,93795,60,388.8004760742188
4782,car,93835,56,123.362060546875
4783,car,93847,51,138.5946044921875
4784,truck,93898,10,146.8651123046875
4785,car,93908,55,184.77593994140625
4786,car,93953,1,79.554443359375
4787,truck,93956,10,317.5609741210937
4788,car,94011,43,135.7216796875
4789,car,94016,48,140.57861328125
4790,truck,94044,37,402.4478149414063
4791,car,94051,18,86.89041137695312
4792,car,94108,66,133.87762451171875
4793,car,94158,15,129.12060546875
4794,car,94194,2,94.117919921875
4795,car,94213,51,93.82916259765624
4796,train,94225,2,476.5752258300781
4797,truck,94247,1,156.06353759765625
4798,train,94267,8,587.3016357421875
4799,car,94306,74,159.2747802734375
4800,car,94308,62,165.38751220703125
4801,car,94325,30,120.8671875
4802,truck,94326,6,137.5509033203125
4803,car,94365,22,138.363037109375
4804,car,94365,2,134.06591796875
4805,truck,94391,63,346.0518798828125
4806,car,94397,9,110.6474609375
4807,truck,94401,3,100.1258544921875
4808,car,94417,17,125.41619873046876
4809,truck,94458,34,406.4574890136719
4810,truck,94466,5,395.4466857910156
4811,truck,94515,9,237.77239990234372
4812,truck,94532,7,216.9415283203125
4813,car,94540,62,189.28468322753903
4814,car,94560,7,88.9599609375
4815,car,94564,65,157.32899475097656
4816,car,94582,10,131.0400390625
4817,car,94604,65,134.6209716796875
4818,truck,94626,8,209.9488525390625
4819,car,94658,21,169.9105224609375
4820,car,94661,73,144.31825256347656
4821,car,94686,32,124.9609375
4822,truck,94718,5,403.8085784912109
4823,train,94719,2,523.168701171875
4824,car,94759,65,154.86651611328125
4825,car,94774,68,188.93592834472656
4826,car,94775,42,150.50433349609375
4827,car,94843,67,175.19488525390625
4828,car,94847,85,128.097412109375
4829,train,94883,35,423.0759582519531
4830,car,94893,54,171.74139404296875
4831,car,94950,40,184.669921875
4832,car,94951,17,118.4486083984375
4833,car,94978,57,136.654296875
4834,car,94999,6,88.7774658203125
4835,car,95016,6,106.70001220703124
4836,train,95021,12,426.6106567382813
4837,train,95061,17,601.6839599609375
4838,car,95099,3,107.590087890625
4839,truck,95100,3,246.75177001953125
4840,train,95107,6,478.37109375
4841,train,95152,18,598.2174072265625
4842,car,95160,17,147.35284423828125
4843,car,95190,71,197.35040283203125
4844,truck,95209,8,451.87152099609375
4845,truck,95246,3,410.0064392089844
4846,truck,95277,22,396.3345947265625
4847,truck,95283,1,86.4205322265625
4848,car,95286,65,135.5787353515625
4849,car,95318,33,121.63787841796876
4850,truck,95329,4,198.44586181640625
4851,car,95336,22,174.28082275390625
4852,truck,95340,1,172.48094177246094
4853,car,95344,1,77.1756591796875
4854,truck,95352,3,169.81536865234375
4855,car,95395,11,121.8646240234375
4856,truck,95401,9,220.130859375
4857,car,95417,65,177.68177795410156
4858,car,95453,53,115.447509765625
4859,car,95458,1,134.166259765625
4860,car,95462,64,162.20947265625
4861,car,95466,37,150.04058837890625
4862,car,95510,68,114.2611083984375
4863,car,95512,63,188.47491455078125
4864,motorcycle,95539,46,61.87493896484375
4865,motorcycle,95545,1,56.1270751953125
4866,car,95552,35,124.0048828125
4867,car,95554,60,165.04966735839844
4868,train,95563,1,236.33079528808597
4869,car,95579,6,153.59149169921875
4870,car,95604,75,139.7598876953125
4871,car,95625,6,100.849365234375
4872,train,95625,30,416.5191345214844
4873,car,95693,22,130.09759521484375
4874,car,95720,64,144.44232177734375
4875,car,95728,61,184.9067230224609
4876,bus,95737,1,308.188720703125
4877,motorcycle,95754,2,70.172119140625
4878,car,95770,54,142.601806640625
4879,truck,95784,63,182.24237060546875
4880,car,95799,61,162.71490478515625
4881,car,95805,70,120.1826171875
4882,car,95842,65,132.08575439453125
4883,car,95850,79,117.1724853515625
4884,car,95879,38,119.661376953125
4885,truck,95892,57,278.3023834228516
4886,car,95917,59,132.11810302734375
4887,car,95927,71,117.4892578125
4888,train,95937,29,399.6160583496094
4889,car,95966,75,140.54791259765625
4890,car,95995,64,137.00579833984375
4891,car,96003,66,140.4527587890625
4892,car,96008,60,169.02830505371094
4893,car,96035,69,154.45489501953125
4894,car,96059,24,117.70849609375
4895,truck,96094,13,285.02223205566406
4896,car,96145,60,118.0716552734375
4897,car,96148,59,172.46888732910156
4898,car,96148,2,176.36962890625
4899,car,96174,50,128.1290283203125
4900,car,96182,5,93.212890625
4901,car,96206,1,70.9503173828125
4902,truck,96220,9,179.56781005859375
4903,car,96236,65,148.0648193359375
4904,car,96248,60,179.21697998046875
4905,train,96254,15,451.2458190917969
4906,truck,96259,1,130.43212890625
4907,truck,96275,24,257.88331604003906
4908,truck,96280,1,104.31982421875
4909,car,96289,50,177.11053466796875
4910,car,96344,64,148.4493408203125
4911,car,96349,66,137.67828369140625
4912,truck,96349,3,251.61534118652344
4913,car,96370,8,120.96734619140624
4914,truck,96375,18,207.71923828125
4915,car,96420,2,244.7105712890625
4916,car,96422,46,137.803466796875
4917,car,96429,44,169.76416015625
4918,car,96442,15,177.2098388671875
4919,car,96453,1,164.4951171875
4920,motorcycle,96490,1,58.4210205078125
4921,motorcycle,96494,1,53.9658203125
4922,car,96495,13,137.7762451171875
4923,truck,96554,15,179.74034118652344
4924,train,96568,2,364.8280029296875
4925,train,96592,6,221.805419921875
4926,train,96596,2,339.5963134765625
4927,car,96606,55,132.0439453125
4928,train,96627,12,399.1090087890625
4929,bus,96654,5,408.6728515625
4930,train,96704,1,397.2939453125
4931,car,96720,61,152.69970703125
4932,bus,96733,8,401.6849060058594
4933,car,96796,9,150.62646484375
4934,train,96802,1,398.5302734375
4935,car,96807,3,156.44845581054688
4936,train,96817,11,423.59521484375
4937,car,96830,32,148.42347717285156
4938,truck,96860,1,319.407958984375
4939,car,96861,50,176.80206298828125
4940,car,96863,27,123.631103515625
4941,train,96864,4,360.01007080078125
4942,motorcycle,96890,1,61.8524169921875
4943,truck,96898,1,251.477783203125
4944,motorcycle,96899,1,54.765380859375
4945,car,96907,49,130.3736572265625
4946,car,96918,48,163.0892333984375
4947,truck,96927,8,107.885986328125
4948,train,96939,21,588.9285888671875
4949,car,96966,68,123.0177001953125
4950,car,96979,42,143.4586181640625
4951,train,96991,13,399.9875793457031
4952,car,97024,59,140.094482421875
4953,truck,97042,10,120.68927001953124
4954,truck,97043,1,226.081298828125
4955,train,97047,13,410.7844848632813
4956,train,97053,38,496.6593017578125
4957,truck,97090,34,188.1605224609375
4958,truck,97102,26,179.1187744140625
4959,truck,97124,20,279.709716796875
4960,truck,97142,23,185.28240966796875
