id,type,initial_frame,detection_duration,lenght
1318,car,26379,46,161.56475830078125
1319,car,26423,57,151.76806640625
1320,car,26436,1,116.69244384765624
1321,car,26439,52,177.87403869628906
1322,car,26469,53,132.95556640625
1323,car,26476,52,168.657958984375
1324,car,26485,63,116.47454833984376
1325,car,26517,51,157.56431579589844
1326,car,26526,59,156.10870361328125
1327,truck,26543,41,203.282470703125
1328,car,26551,55,163.93028259277344
1329,car,26559,51,165.912109375
1330,truck,26561,1,257.159423828125
1331,car,26588,51,179.10699462890625
1332,car,26601,57,123.74871826171876
1333,car,26610,54,174.11834716796875
1334,car,26628,48,117.75927734375
1335,car,26679,49,159.299072265625
1336,car,26679,11,153.0428466796875
1337,car,26690,29,132.927978515625
1338,car,26705,19,151.7957763671875
1339,truck,26720,20,368.020263671875
1340,car,26753,49,195.43736267089844
1341,car,26754,24,73.733154296875
1342,truck,26787,1,147.71685791015625
1343,car,26807,12,126.615478515625
1344,bus,26808,5,263.9364013671875
1345,car,26810,50,122.48095703125
1346,bus,26820,32,338.2725830078125
1347,car,26842,48,168.9794921875
1348,car,26863,50,143.3919677734375
1349,car,26902,45,150.56817626953125
1350,truck,26912,2,157.881103515625
1351,train,26930,14,408.7142333984375
1352,truck,26935,13,135.981201171875
1353,train,26942,3,538.8419189453125
1354,car,26945,49,142.1373291015625
1355,truck,26962,46,412.7290649414063
1356,car,26987,45,81.1090087890625
1357,car,26990,55,112.72216796875
1358,car,27009,56,136.306640625
1359,car,27023,51,120.9122314453125
1360,car,27035,54,141.134521484375
1361,car,27069,44,156.970703125
1362,car,27074,31,120.9273681640625
1363,car,27094,55,117.6522216796875
1364,car,27182,55,123.38946533203124
1365,truck,27271,33,407.6541137695313
1366,car,27311,50,136.3504638671875
1367,car,27314,57,180.1622314453125
1368,car,27354,52,148.5093994140625
1369,car,27391,52,120.1500244140625
1370,truck,27409,10,242.19093322753903
1371,truck,27435,49,249.34783935546875
1372,truck,27437,7,188.473388671875
1373,car,27466,28,142.7728271484375
1374,car,27478,38,140.4757080078125
1375,truck,27513,68,372.18756103515625
1376,car,27572,43,136.703125
1377,car,27583,8,73.76568603515625
1378,car,27598,66,149.17852783203125
1379,car,27608,2,62.6007080078125
1380,truck,27614,45,411.8550109863281
1381,car,27629,1,52.392822265625
1382,car,27656,48,136.7135009765625
1383,truck,27680,16,210.388427734375
1384,car,27705,5,113.7347412109375
1385,truck,27738,52,369.9449157714844
1386,car,27750,56,156.93231201171875
1387,bus,27786,36,315.3368530273437
1388,car,27790,57,152.4390869140625
1389,car,27794,40,167.45970153808594
1390,truck,27817,55,323.7309265136719
1391,car,27858,58,115.61962890625
1392,truck,27863,52,274.15965270996094
1393,car,27867,2,90.6956787109375
1394,car,27887,53,129.873046875
1395,car,27908,35,132.5001220703125
1396,train,27917,22,420.4449462890625
1397,car,27943,62,159.60711669921875
1398,truck,27971,48,128.63427734375
1399,car,27999,15,172.04722595214844
1400,car,28049,48,169.56732177734375
1401,car,28077,58,150.61016845703125
1402,car,28090,40,138.9345703125
1403,truck,28096,1,143.300537109375
1404,car,28120,1,78.49560546875
1405,truck,28130,21,252.697998046875
1406,truck,28188,7,165.61415100097656
1407,truck,28191,13,213.614990234375
1408,car,28197,23,131.27899169921875
1409,car,28215,56,117.8499755859375
1410,car,28247,1,126.3890380859375
1411,truck,28289,13,134.7901611328125
1412,car,28289,27,114.7183837890625
1413,car,28304,41,177.9825439453125
1414,car,28320,52,149.0858154296875
1415,car,28371,50,151.48081970214844
1416,car,28395,13,127.7711181640625
1417,truck,28398,26,226.60826110839844
1418,truck,28424,16,361.70751953125
1419,car,28439,33,118.22491455078124
1420,car,28475,38,145.60150146484375
1421,truck,28489,1,181.2797698974609
1422,bus,28499,5,169.43359375
1423,car,28510,42,114.74755859375
1424,car,28539,39,184.2376708984375
1425,car,28549,41,177.6737060546875
1426,car,28564,46,125.1551513671875
1427,truck,28575,9,401.6432495117188
1428,bus,28614,6,552.7778015136719
1429,truck,28631,28,243.30540466308597
1430,car,28653,49,159.37660217285156
1431,car,28670,3,79.11138916015625
1432,truck,28673,32,281.6763916015625
1433,car,28712,6,131.519775390625
1434,car,28717,33,132.300048828125
1435,car,28762,3,128.131591796875
1436,motorcycle,28789,26,125.6591796875
1437,car,28793,1,95.385498046875
1438,car,28799,22,132.27099609375
1439,car,28829,39,129.542724609375
1440,car,28831,46,139.547607421875
1441,car,28843,1,190.9779052734375
1442,motorcycle,28847,3,62.788818359375
1443,truck,28851,27,260.35304260253906
1444,car,28864,52,135.87890625
1445,motorcycle,28867,1,44.335205078125
1446,car,28882,30,130.6907958984375
1447,motorcycle,28886,9,75.388671875
1448,car,28905,54,147.8828125
1449,car,28976,39,130.09698486328125
1450,car,28992,16,179.29058837890625
1451,train,29032,32,400.1137390136719
1452,car,29082,44,140.6937255859375
1453,train,29143,47,400.1047973632813
1454,train,29177,1,446.4611511230469
1455,car,29190,58,125.4608154296875
1456,truck,29211,13,145.049072265625
1457,train,29222,3,422.36622619628906
1458,car,29236,60,145.193603515625
1459,car,29251,13,300.7958984375
1460,car,29261,61,123.42132568359376
1461,truck,29279,29,187.30030822753903
1462,truck,29292,15,401.78558349609375
1463,truck,29306,3,612.8450317382812
1464,truck,29332,5,560.6447448730469
1465,car,29340,44,144.5428466796875
1466,car,29346,18,127.8536376953125
1467,truck,29362,16,274.1011962890625
1468,car,29387,20,31.424072265625
1469,car,29390,43,168.7099609375
1470,car,29390,44,172.86328125
1471,car,29401,1,110.3404541015625
1472,train,29423,3,182.502685546875
1473,car,29426,3,141.1912841796875
1474,car,29437,42,138.11016845703125
1475,car,29438,2,86.5037841796875
1476,car,29456,57,134.6556396484375
1477,car,29469,37,164.81536865234375
1478,car,29471,1,88.18798828125
1479,car,29483,45,135.74688720703125
1480,car,29488,13,144.0382080078125
1481,car,29505,49,134.625732421875
1482,car,29540,54,125.67901611328124
1483,car,29557,56,142.1309814453125
1484,car,29593,39,149.36541748046875
1485,car,29593,15,121.0887451171875
1486,car,29633,5,110.6402587890625
1487,truck,29635,37,411.0799865722656
1488,car,29659,52,136.7694091796875
1489,car,29677,17,129.01678466796875
1490,car,29693,47,152.63914489746094
1491,car,29697,58,141.783447265625
1492,car,29717,48,139.96435546875
1493,train,29722,15,266.6865234375
1494,car,29764,35,135.58233642578125
1495,car,29792,50,148.03594970703125
1496,car,29817,45,163.4560546875
1497,car,29825,52,132.139892578125
1498,truck,29861,9,128.66497802734375
1499,truck,29874,7,203.888671875
1500,car,29889,23,116.583740234375
1501,truck,29894,1,98.494873046875
1502,car,29896,57,157.97064208984375
1503,car,29919,45,179.94097900390625
1504,car,29952,29,130.13604736328125
1505,car,29957,53,150.70269775390625
1506,car,29958,46,155.90911865234375
1507,car,29992,60,136.0172119140625
1508,car,29998,48,175.46240234375
1509,car,30035,53,157.70379638671875
1510,car,30051,56,121.918212890625
1511,car,30066,52,175.8402099609375
1512,car,30075,27,174.33282470703125
1513,car,30095,67,147.2637939453125
1514,car,30096,52,159.58677673339844
1515,car,30116,60,135.6661376953125
1516,car,30126,51,165.37353515625
1517,car,30148,16,121.1044921875
1518,car,30173,57,130.6224365234375
1519,car,30190,46,129.8026123046875
1520,train,30213,9,476.3783874511719
1521,train,30243,2,566.059814453125
1522,truck,30260,3,194.3878173828125
1523,car,30289,51,181.45672607421875
1524,truck,30290,8,153.540771484375
1525,truck,30297,4,361.0518798828125
1526,truck,30324,1,308.0413818359375
1527,car,30333,54,191.79046630859372
1528,car,30348,53,137.6767578125
1529,truck,30365,53,314.1318664550781
1530,car,30384,58,94.15655517578124
1531,car,30399,56,187.94073486328125
1532,car,30434,46,141.183837890625
1533,truck,30459,44,177.0234375
1534,car,30466,1,103.6318359375
1535,truck,30474,14,237.73922729492188
1536,car,30496,13,158.91392517089844
1537,car,30511,58,156.5941162109375
1538,car,30522,54,170.69776916503906
1539,car,30539,62,161.20831298828125
1540,car,30548,55,129.1746826171875
1541,bus,30560,8,243.76785278320312
1542,car,30573,52,126.2137451171875
1543,truck,30576,8,361.5510559082031
1544,truck,30636,8,462.66998291015625
1545,train,30699,1,527.891845703125
1546,motorcycle,30720,16,66.190185546875
1547,car,30738,23,83.12744140625
1548,car,30746,51,209.09619140625
1549,truck,30773,42,217.22352600097656
1550,car,30828,34,181.32122802734372
1551,car,30838,13,142.71627807617188
1552,truck,30884,21,154.142578125
1553,car,30888,8,188.42626953125
1554,car,30897,58,135.7794189453125
1555,truck,30922,11,266.21075439453125
1556,truck,30941,2,225.3206787109375
1557,car,30960,53,146.1414794921875
1558,car,30975,52,169.34934997558594
1559,car,31010,55,131.58502197265625
1560,car,31021,34,148.96044921875
1561,car,31038,19,113.2828369140625
1562,truck,31044,42,225.9217529296875
1563,truck,31068,34,274.48565673828125
1564,car,31098,2,95.151123046875
1565,motorcycle,31106,15,64.3218994140625
1566,motorcycle,31115,1,58.2449951171875
1567,car,31119,1,74.59521484375
1568,truck,31128,2,318.3602294921875
1569,truck,31155,7,258.793701171875
1570,car,31168,35,136.10595703125
1571,truck,31170,14,143.0101318359375
1572,car,31171,22,163.87428283691406
1573,car,31235,50,175.43377685546875
1574,truck,31246,23,182.65447998046875
1575,truck,31302,25,465.6904602050781
1576,train,31308,1,561.6389770507812
1577,motorcycle,31347,4,68.859130859375
1578,car,31379,31,168.83319091796875
1579,car,31393,35,140.221435546875
1580,truck,31401,8,215.239013671875
1581,train,31402,10,458.8935394287109
1582,truck,31442,27,310.2896881103516
1583,train,31464,4,442.2410736083984
1584,truck,31495,19,393.8634033203125
1585,car,31530,48,161.4404296875
1586,car,31551,53,133.148193359375
1587,car,31557,62,142.59716796875
1588,car,31596,68,153.46099853515625
1589,car,31627,68,130.85711669921875
1590,car,31637,58,158.97557067871094
1591,car,31655,51,141.14251708984375
1592,car,31694,41,140.65582275390625
1593,train,31717,11,409.6002197265625
1594,motorcycle,31776,1,63.524169921875
1595,truck,31777,19,289.601806640625
1596,car,31803,49,149.41943359375
1597,motorcycle,31855,11,138.6884765625
1598,truck,31868,54,394.6583862304688
1599,car,31927,43,188.3862152099609
1600,car,31943,1,97.334228515625
1601,car,31949,5,87.992919921875
1602,motorcycle,31950,1,69.806884765625
1603,motorcycle,31953,1,66.75054931640625
1604,car,31958,44,143.7938232421875
1605,motorcycle,31959,1,60.8377685546875
1606,truck,31981,1,125.3780517578125
1607,truck,31985,1,343.96551513671875
1608,truck,31993,3,114.711181640625
1609,truck,32010,2,136.1456298828125
1610,car,32015,4,138.3861083984375
1611,truck,32021,49,250.13243103027344
1612,car,32036,27,122.23876953125
1613,car,32082,45,147.0125732421875
1614,car,32107,53,145.57171630859375
1615,bus,32121,6,413.6434326171875
1616,bus,32168,3,408.168701171875
1617,car,32196,8,158.24021911621094
1618,car,32220,29,153.9609375
1619,truck,32229,37,375.4314880371094
1620,car,32274,48,130.28564453125
1621,car,32283,47,153.830810546875
1622,truck,32283,32,202.563232421875
1623,car,32345,45,133.2442626953125
1624,train,32408,21,449.00921630859375
1625,train,32408,1,548.762939453125
1626,truck,32435,1,83.586181640625
1627,car,32458,47,156.20957946777344
1628,car,32471,50,134.345703125
1629,car,32477,54,108.61785888671876
1630,car,32525,41,139.52838134765625
1631,car,32533,46,158.720703125
1632,car,32562,38,158.37335205078125
1633,car,32572,1,97.1297607421875
1634,car,32586,1,91.18603515625
1635,car,32594,46,161.79185485839844
1636,truck,32637,34,172.1171875
1637,bus,32641,5,411.3768310546875
1638,bus,32673,22,427.6189270019531
1639,car,32682,41,145.7767333984375
1640,car,32763,2,171.65760803222656
1641,truck,32786,2,141.598876953125
1642,train,32797,15,412.8967590332031
1643,car,32798,1,106.23248291015624
1644,truck,32808,4,101.86083984375
1645,car,32891,46,122.7760009765625
1646,car,32896,47,191.9450836181641
1647,car,32899,24,97.8544921875
1648,car,32908,54,136.1783447265625
1649,car,32937,51,134.16656494140625
1650,truck,32953,36,236.48931884765625
1651,truck,32994,21,219.34991455078125
1652,car,33021,27,121.4835205078125
1653,truck,33044,13,118.71337890625
1654,train,33046,34,409.1160583496094
1655,truck,33076,2,471.5888366699219
1656,car,33091,22,122.97509765625
1657,truck,33110,50,275.79864501953125
1658,car,33131,34,165.62591552734375
1659,car,33134,32,142.083740234375
1660,truck,33176,4,154.5517578125
1661,train,33183,7,403.9255065917969
1662,train,33218,12,823.0557861328125
1663,car,33245,52,177.52935791015625
1664,car,33249,45,139.142822265625
1665,train,33260,21,416.2735595703125
1666,car,33298,40,143.418212890625
1667,truck,33306,4,152.925537109375
1668,truck,33342,30,404.3750305175781
1669,car,33382,48,146.21949768066406
1670,car,33411,57,122.9251708984375
1671,car,33419,12,120.3028564453125
1672,car,33434,16,125.3262939453125
1673,car,33453,48,181.37506103515625
1674,car,33483,23,110.37353515625
1675,train,33490,49,423.2854614257813
1676,train,33507,1,526.8883056640625
1677,car,33543,53,126.84210205078124
1678,car,33576,51,121.68011474609376
1679,train,33598,7,406.1215515136719
1680,truck,33643,2,549.2503662109375
1681,car,33672,6,112.1680908203125
1682,car,33690,51,153.42005920410156
1683,truck,33700,30,258.9105834960937
1684,car,33705,54,123.0166015625
1685,car,33712,51,149.0260009765625
1686,car,33718,48,186.7815093994141
1687,car,33764,20,80.56396484375
1688,car,33771,13,36.31201171875
1689,car,33811,1,113.6748046875
1690,train,33835,1,287.8027648925781
1691,car,33845,5,126.8946533203125
1692,car,33849,30,141.0194091796875
1693,train,33870,42,417.8049926757813
1694,train,33932,4,510.8219146728516
1695,truck,33940,48,336.152099609375
1696,truck,33947,2,324.836669921875
1697,truck,33972,8,363.673583984375
1698,car,33988,37,132.3048095703125
1699,train,33999,15,521.376708984375
1700,truck,34003,7,205.19464111328125
1701,motorcycle,34029,1,67.2838134765625
1702,train,34034,27,419.4755859375
1703,motorcycle,34038,1,57.527099609375
1704,car,34109,27,179.4739990234375
1705,truck,34117,27,260.92906188964844
1706,car,34145,55,130.19989013671875
1707,car,34150,50,161.23846435546875
1708,car,34155,47,145.59039306640625
1709,truck,34171,47,263.44512939453125
1710,car,34179,50,152.0643310546875
1711,car,34189,4,110.30126953125
1712,truck,34207,41,412.075439453125
1713,car,34269,10,143.076416015625
1714,truck,34304,22,398.5468444824219
1715,truck,34347,10,226.47267150878903
1716,car,34353,1,131.91729736328125
1717,train,34388,2,535.065185546875
1718,car,34391,2,124.7349853515625
1719,train,34403,3,367.6586608886719
1720,car,34419,50,181.7852935791016
1721,car,34420,1,82.6341552734375
1722,car,34430,48,126.474609375
1723,truck,34452,1,218.8123779296875
1724,car,34467,28,153.7415771484375
1725,car,34486,53,140.4755859375
1726,motorcycle,34511,1,62.21673583984375
1727,car,34515,51,133.400390625
1728,motorcycle,34521,1,53.65966796875
1729,train,34537,6,378.504150390625
1730,truck,34568,14,409.658935546875
1731,truck,34577,33,537.80224609375
1732,car,34583,45,128.91766357421875
1733,train,34612,22,423.3032531738281
1734,car,34638,29,131.23114013671875
1735,truck,34662,9,228.85491943359372
1736,car,34666,2,149.98944091796875
1737,car,34686,12,121.6009521484375
1738,truck,34688,16,186.5673828125
1739,car,34689,30,167.92254638671875
1740,train,34709,3,350.2454833984375
1741,truck,34734,1,305.161865234375
1742,truck,34760,17,348.9420166015625
1743,truck,34782,19,245.2462310791016
1744,truck,34795,2,114.308837890625
1745,truck,34812,2,117.827880859375
1746,car,34814,53,121.61810302734376
1747,truck,34826,1,95.267822265625
1748,car,34844,53,149.89691162109375
1749,car,34859,52,124.6131591796875
1750,train,34899,40,399.3131103515625
1751,car,34925,54,133.6319580078125
1752,truck,34948,16,301.7797241210937
1753,car,35010,58,137.050048828125
1754,car,35037,42,140.564208984375
1755,truck,35041,3,287.0943603515625
1756,car,35041,2,106.9010009765625
1757,train,35049,22,452.4073486328125
1758,train,35072,5,531.6715087890625
1759,car,35103,43,144.177978515625
1760,car,35135,50,133.74298095703125
1761,car,35139,47,144.35052490234375
1762,car,35152,34,144.385986328125
1763,train,35179,15,299.74566650390625
1764,train,35221,34,404.4433288574219
1765,train,35223,1,445.4957885742188
1766,car,35284,29,123.08709716796876
1767,car,35287,45,168.52978515625
1768,car,35346,51,138.1494140625
1769,truck,35355,14,161.017333984375
1770,truck,35368,28,354.2474365234375
1771,car,35410,51,139.9136962890625
1772,train,35426,8,484.0252380371094
1773,truck,35427,7,503.9025268554688
1774,truck,35471,17,157.8309326171875
1775,car,35491,49,172.5533447265625
1776,car,35504,50,152.29119873046875
1777,truck,35514,44,411.2599487304688
1778,truck,35561,25,244.104248046875
1779,truck,35568,19,165.34405517578125
1780,truck,35593,40,401.38580322265625
1781,car,35654,54,128.78857421875
1782,truck,35672,36,415.1354370117188
1783,train,35699,1,461.24755859375
1784,car,35718,26,42.020751953125
1785,train,35753,18,412.4739685058594
1786,car,35778,29,151.7939453125
1787,truck,35785,12,142.2991943359375
1788,car,35791,2,58.697265625
1789,train,35801,16,273.78102111816406
1790,car,35816,36,148.2733154296875
1791,truck,35833,12,259.20997619628906
1792,car,35867,22,54.916015625
1793,car,35871,45,157.46630859375
1794,truck,35894,1,199.09083557128903
1795,car,35927,54,146.78271484375
1796,train,35944,10,458.784423828125
1797,car,35945,37,161.1307373046875
1798,train,35955,1,437.4936676025391
1799,truck,35994,10,273.2454833984375
1800,car,36022,16,136.683349609375
1801,car,36029,28,135.133056640625
1802,car,36041,1,219.60235595703125
1803,bus,36051,1,233.92779541015625
1804,car,36052,2,197.0887451171875
1805,bus,36064,42,172.9844970703125
1806,car,36090,48,161.483642578125
1807,car,36123,46,171.43365478515625
1808,car,36159,28,117.28814697265624
1809,car,36187,17,131.9429931640625
1810,truck,36225,1,295.4031982421875
1811,car,36231,50,116.7420654296875
1812,truck,36240,1,239.621337890625
1813,truck,36247,16,270.37705993652344
1814,car,36274,46,135.3387451171875
1815,car,36293,38,142.92816162109375
1816,car,36299,10,119.23419189453124
1817,car,36321,39,166.50270080566406
1818,truck,36332,19,255.87306213378903
1819,bus,36341,1,204.0506591796875
1820,truck,36384,16,177.1793212890625
1821,truck,36389,35,398.9391784667969
1822,car,36436,46,153.3759765625
1823,truck,36438,11,154.609130859375
1824,car,36465,48,155.443359375
1825,car,36468,7,133.904296875
1826,car,36475,40,174.270751953125
1827,truck,36496,3,110.2607421875
1828,car,36510,46,165.36572265625
1829,car,36513,40,127.03955078125
1830,truck,36518,3,227.0230712890625
1831,car,36520,53,138.4412841796875
1832,truck,36546,2,144.6480712890625
1833,car,36557,49,167.383544921875
1834,truck,36560,15,236.77296447753903
1835,car,36587,35,118.19683837890624
1836,motorcycle,36595,1,64.51953125
1837,motorcycle,36605,2,55.928955078125
1838,car,36614,49,168.41944885253906
1839,motorcycle,36628,1,65.8768310546875
1840,car,36649,49,134.28790283203125
1841,truck,36667,11,472.9634704589844
1842,truck,36685,24,410.9604187011719
1843,car,36724,1,84.13623046875
1844,car,36732,52,167.72044372558594
1845,car,36733,1,81.59814453125
1846,car,36743,55,151.68310546875
1847,car,36743,1,72.89599609375
1848,car,36770,59,136.33453369140625
1849,car,36773,3,119.689453125
1850,truck,36801,37,207.236328125
1851,truck,36829,53,397.9448852539063
1852,car,36868,43,160.47813415527344
1853,car,36898,15,112.100830078125
1854,car,36933,60,136.6103515625
1855,car,36949,47,167.18096923828125
1856,car,37075,44,190.13885498046875
1857,truck,37080,31,128.9775390625
1858,car,37096,41,146.8797607421875
1859,train,37122,9,399.3233337402344
1860,car,37146,39,149.9315185546875
1861,train,37172,14,407.2732543945313
1862,train,37220,10,957.608642578125
1863,car,37242,13,139.0860595703125
1864,truck,37283,32,224.3458251953125
1865,car,37298,16,142.5479736328125
1866,car,37308,56,154.47682189941406
1867,truck,37353,33,276.94960021972656
1868,car,37384,53,123.2061767578125
1869,train,37416,13,416.64306640625
1870,car,37461,19,173.05311584472656
1871,train,37473,7,401.9429931640625
1872,train,37509,9,500.1337890625
1873,truck,37523,20,224.63470458984372
1874,car,37533,38,179.00416564941406
1875,train,37535,1,520.9025268554688
1876,car,37535,5,125.50048828125
1877,car,37540,45,135.527099609375
1878,motorcycle,37554,32,85.88458251953125
1879,bus,37575,52,406.9481201171875
1880,train,37632,1,266.448974609375
1881,train,37659,4,354.0465087890625
1882,truck,37677,13,286.270263671875
1883,car,37715,61,194.77630615234372
1884,car,37717,48,95.32635498046876
1885,truck,37730,4,329.3578491210937
1886,car,37768,59,185.17352294921875
1887,car,37795,55,148.977294921875
1888,car,37817,55,178.88218688964844
1889,car,37834,28,135.971923828125
1890,car,37839,59,153.39149475097656
1891,car,37851,57,194.23260498046875
1892,car,37873,57,136.5107421875
1893,train,37895,1,297.38165283203125
1894,car,37901,52,131.56494140625
1895,car,37918,58,160.81829833984375
1896,bus,37934,1,167.130615234375
1897,car,37947,47,129.2545166015625
1898,car,37966,42,134.019287109375
1899,motorcycle,37972,8,66.24407958984375
1900,car,37976,3,78.401123046875
1901,truck,37981,48,323.98992919921875
1902,car,38040,44,88.5850830078125
1903,train,38047,44,447.29637145996094
1904,truck,38084,49,392.1472778320313
1905,car,38112,47,115.0496826171875
1906,truck,38150,1,92.04345703125
1907,car,38169,22,103.45556640625
1908,bus,38182,19,177.854736328125
1909,truck,38184,26,437.7331848144531
1910,train,38211,7,372.240966796875
1911,car,38254,46,235.00933837890625
1912,truck,38278,49,227.97760009765625
1913,car,38286,51,155.180419921875
1914,car,38309,11,163.298828125
1915,car,38351,5,210.72607421875
1916,car,38385,2,164.4820556640625
1917,car,38396,28,139.80780029296875
1918,truck,38403,7,407.4495849609375
1919,truck,38417,2,228.001220703125
1920,train,38447,4,527.2554016113281
1921,car,38474,53,154.93031311035156
1922,truck,38501,54,237.1112060546875
1923,car,38536,47,184.909912109375
1924,car,38559,47,123.02813720703124
1925,truck,38591,37,156.776123046875
1926,car,38622,18,122.17364501953124
1927,car,38639,62,149.20050048828125
1928,motorcycle,38639,3,57.4324951171875
1929,motorcycle,38668,2,76.35498046875
1930,motorcycle,38672,9,72.81494140625
1931,car,38674,8,134.5518798828125
1932,car,38690,28,175.75469970703125
1933,truck,38692,12,218.05352783203125
1934,car,38706,49,139.8209228515625
1935,car,38706,2,100.1573486328125
1936,car,38715,7,108.48779296875
1937,truck,38751,16,413.8592529296875
1938,train,38785,19,552.8555297851562
1939,bus,38814,5,402.2426452636719
1940,car,38860,36,124.4093017578125
1941,bus,38862,6,401.149169921875
1942,car,38869,39,154.07763671875
1943,car,38872,64,123.154052734375
1944,car,38884,67,126.07861328125
1945,truck,38923,46,384.3843383789063
1946,car,38929,24,166.22926330566406
1947,car,38966,72,132.0718994140625
1948,car,38968,49,167.89202880859375
1949,car,38977,68,146.16949462890625
1950,truck,39007,63,267.01866149902344
1951,truck,39045,11,152.130126953125
1952,truck,39057,41,221.60003662109372
1953,car,39067,70,78.54376220703125
1954,car,39083,72,145.00579833984375
1955,truck,39101,1,118.27972412109376
1956,car,39109,67,140.6875
1957,car,39133,61,170.26319885253906
1958,car,39141,64,145.327392578125
1959,truck,39147,1,54.3634033203125
1960,car,39150,74,82.30096435546875
1961,car,39165,63,171.6051025390625
1962,car,39180,56,190.23768615722656
1963,car,39190,4,99.66650390625
1964,bus,39201,53,414.9500732421875
1965,car,39273,5,161.38685607910156
1966,car,39306,9,130.06005859375
1967,truck,39323,18,408.04591369628906
1968,car,39357,2,56.323486328125
1969,car,39383,5,122.114501953125
1970,car,39399,56,165.64520263671875
1971,car,39420,1,92.16162109375
1972,motorcycle,39476,1,53.942138671875
1973,truck,39482,20,401.83502197265625
1974,truck,39484,5,429.2796020507813
1975,truck,39569,21,406.0028076171875
1976,train,39569,18,407.36041259765625
1977,car,39609,53,145.7998046875
1978,car,39669,51,140.5875244140625
1979,bus,39712,50,411.0189208984375
1980,car,39768,21,114.0765380859375
1981,car,39772,44,133.7479248046875
1982,truck,39815,10,131.5322265625
1983,train,39833,17,403.3813781738281
1984,truck,39869,1,314.8271484375
1985,car,39879,53,117.880126953125
1986,car,39904,35,151.79779052734375
1987,motorcycle,39921,1,60.60174560546875
1988,truck,39934,13,394.7591857910156
1989,truck,39938,4,115.6221923828125
1990,truck,39970,27,188.77540588378903
1991,car,40014,3,117.8604736328125
1992,car,40041,38,140.81695556640625
1993,car,40064,53,133.552490234375
1994,car,40079,47,162.58642578125
1995,car,40092,31,139.912841796875
1996,car,40156,43,143.5660400390625
1997,car,40201,1,112.845458984375
1998,truck,40206,1,189.637451171875
1999,car,40207,48,171.10874938964844
2000,car,40245,51,153.94873046875
2001,car,40247,10,130.09466552734375
2002,truck,40253,45,225.3031005859375
2003,truck,40299,4,193.94873046875
2004,car,40309,42,135.255859375
2005,truck,40319,16,166.734619140625
2006,car,40324,51,163.15611267089844
2007,car,40343,56,122.02587890625
2008,car,40396,48,123.68731689453124
2009,car,40410,52,124.29229736328124
2010,motorcycle,40425,1,49.39599609375
2011,car,40451,53,165.6605224609375
2012,car,40476,51,154.7196044921875
2013,car,40482,48,115.358642578125
2014,truck,40504,4,222.9595947265625
2015,car,40523,14,126.7655029296875
2016,truck,40533,17,318.12213134765625
2017,car,40585,21,138.66015625
2018,truck,40591,13,238.987060546875
2019,train,40601,6,318.19932556152344
2020,car,40607,47,190.79364013671875
2021,car,40633,44,135.38482666015625
2022,car,40646,36,130.44244384765625
2023,car,40660,52,141.965576171875
2024,car,40678,38,147.579345703125
2025,car,40685,17,124.2418212890625
2026,car,40730,5,84.0462646484375
2027,truck,40741,44,257.33203125
2028,car,40779,49,143.1324462890625
2029,motorcycle,40803,1,60.7386474609375
2030,car,40808,32,150.298095703125
2031,car,40834,4,109.02532958984376
2032,car,40859,1,102.32415771484376
2033,car,40868,52,158.93373107910156
2034,car,40875,12,90.36767578125
2035,car,40879,25,115.806884765625
2036,train,40917,2,522.1976318359375
2037,car,40945,42,138.1229248046875
2038,car,40989,51,118.0279541015625
2039,bus,41020,7,403.87835693359375
2040,truck,41041,1,399.666015625
2041,bus,41062,3,324.3723449707031
2042,bus,41086,2,396.0870361328125
2043,car,41095,13,134.7445068359375
2044,car,41127,50,159.88230895996094
2045,train,41175,5,408.6639709472656
2046,car,41197,9,127.09375
2047,truck,41205,18,170.3804931640625
2048,car,41213,1,95.1102294921875
2049,car,41245,41,177.79034423828125
2050,car,41247,49,147.8812255859375
2051,train,41276,8,460.20021057128906
2052,car,41278,56,135.70318603515625
2053,car,41311,52,187.19744873046875
2054,car,41345,52,136.5791015625
2055,car,41348,46,127.50567626953124
2056,car,41352,53,160.38490295410156
2057,car,41367,56,140.9781494140625
2058,car,41375,46,122.6787109375
2059,truck,41395,16,406.1506958007813
2060,train,41395,1,406.3824768066406
2061,car,41428,46,153.49476623535156
2062,car,41451,55,185.54209899902344
2063,car,41452,36,129.66619873046875
2064,car,41462,44,117.8133544921875
2065,car,41534,49,137.84381103515625
2066,car,41552,1,100.5625
2067,car,41558,51,176.04571533203125
2068,car,41559,6,98.0296630859375
2069,car,41563,53,135.58544921875
2070,car,41584,12,124.23065185546876
2071,truck,41588,39,237.09259033203125
2072,car,41623,51,151.39341735839844
2073,train,41648,22,434.7643127441406
2074,car,41664,47,173.42234802246094
2075,truck,41676,17,205.59228515625
2076,car,41685,28,140.06890869140625
2077,bus,41713,30,151.3984375
2078,car,41733,41,155.5933837890625
2079,car,41749,56,133.5667724609375
2080,truck,41758,33,211.24745178222656
2081,truck,41781,3,365.2847900390625
2082,train,41808,26,411.1519165039063
2083,truck,41809,9,305.261962890625
2084,car,41829,52,179.89361572265625
2085,motorcycle,41834,1,63.250244140625
2086,motorcycle,41840,2,58.702392578125
2087,truck,41844,26,180.6612548828125
2088,car,41861,58,113.76708984375
2089,car,41875,52,155.23277282714844
2090,truck,41876,2,130.541748046875
2091,truck,41925,49,377.1189270019531
2092,car,41957,53,141.25
